2016,23,5.41,5.5
2016,0,5.59,5.5
2016,1,5.08,5.5
2016,2,4.61,4.5
2016,3,3.52,3.5
2016,4,2.33,2.5
2016,5,1.44,1.5
2016,6,1.66,1.5
2016,7,1.7,1.5
2016,8,2.42,2.5
2016,9,3.18,3.5
2016,10,2.97,2.5
2016,11,3.24,3.5
2016,12,4.49,4.5
2016,13,5.2,5.5
2016,14,6.3,6.5
2016,15,6.55,6.5
2016,16,5.57,5.5
2016,17,4.34,4.5
2016,18,4.09,4.5
2016,19,4.68,4.5
2016,20,5.79,5.5
2016,21,6.02,6.5
2016,22,4.83,4.5
2016,23,3,3.5
2016,0,2.51,2.5
2016,1,3,3.5
2016,2,2.53,2.5
2016,3,2.84,2.5
2016,4,3.52,3.5
2016,5,2.97,2.5
2016,6,2.64,2.5
2016,7,1.99,1.5
2016,8,1.77,1.5
2016,9,1.7,1.5
2016,10,1.99,1.5
2016,11,2.22,2.5
2016,12,2.63,2.5
2016,13,4.94,4.5
2016,14,4.24,4.5
2016,15,4.83,4.5
2016,16,5.51,5.5
2016,17,5.72,5.5
2016,18,5.12,5.5
2016,19,4.9,4.5
2016,20,5.1,5.5
2016,21,5.08,5.5
2016,22,3.26,3.5
2016,23,1.5,1.5
2016,0,0.5,0.5
2016,1,1.46,1.5
2016,2,2.12,2.5
2016,3,2.22,2.5
2016,4,1.53,1.5
2016,5,1.1,1.5
2016,6,0.92,0.5
2016,7,1,1.5
2016,8,3.11,3.5
2016,9,5.5,5.5
2016,10,6.5,6.5
2016,11,7.3,7.5
2016,12,6.01,6.5
2016,13,7.83,7.5
2016,14,8.1,8.5
2016,15,8.41,8.5
2016,16,8.45,8.5
2016,17,8.26,8.5
2016,18,7.44,7.5
2016,19,7.24,7.5
2016,20,7.05,7.5
2016,21,6.5,6.5
2016,22,6.4,6.5
2016,23,5.63,5.5
2016,0,5.63,5.5
2016,1,6.48,6.5
2016,2,4.95,4.5
2016,3,6.56,6.5
2016,4,7.43,7.5
2016,5,6.58,6.5
2016,6,5.55,5.5
2016,7,4.87,4.5
2016,8,4.39,4.5
2016,9,4.02,4.5
2016,10,3.33,3.5
2016,11,3.12,3.5
2016,12,2.77,2.5
2016,13,3.88,3.5
2016,14,3.83,3.5
2016,15,4.02,4.5
2016,16,4.55,4.5
2016,17,4.52,4.5
2016,18,4.49,4.5
2016,19,5.02,5.5
2016,20,5.24,5.5
2016,21,5.28,5.5
2016,22,5.71,5.5
2016,23,5,5.5
2016,0,4.7,4.5
2016,1,4.62,4.5
2016,2,4.93,4.5
2016,3,5.04,5.5
2016,4,4.13,4.5
2016,5,2.82,2.5
2016,6,1.86,1.5
2016,7,1.7,1.5
2016,8,2.93,2.5
2016,9,5.92,5.5
2016,10,7.51,7.5
2016,11,7.94,7.5
2016,12,7.94,7.5
2016,13,2.58,2.5
2016,14,2.56,2.5
2016,15,2.47,2.5
2016,16,2.86,2.5
2016,17,2.91,2.5
2016,18,2.56,2.5
2016,19,2.4,2.5
2016,20,2.11,2.5
2016,21,2.22,2.5
2016,22,2.3,2.5
2016,23,1.24,1.5
2016,0,0.82,0.5
2016,1,1.27,1.5
2016,2,1.26,1.5
2016,3,1,1.5
2016,4,1.02,1.5
2016,5,1.84,1.5
2016,6,2.42,2.5
2016,7,0.85,0.5
2016,8,1.46,1.5
2016,9,2.46,2.5
2016,10,2.19,2.5
2016,11,6,6.5
2016,12,5.71,5.5
2016,13,4.92,4.5
2016,14,5.1,5.5
2016,15,5.02,5.5
2016,16,5.23,5.5
2016,17,5.14,5.5
2016,18,5.4,5.5
2016,19,6,6.5
2016,20,5.3,5.5
2016,21,4.54,4.5
2016,22,4.4,4.5
2016,23,4.24,4.5
2016,0,3.94,3.5
2016,1,3.97,3.5
2016,2,5.03,5.5
2016,3,4.98,4.5
2016,4,4.02,4.5
2016,5,1.8,1.5
2016,6,1.3,1.5
2016,7,1.75,1.5
2016,8,2.1,2.5
2016,9,1.87,1.5
2016,10,7.2,7.5
2016,11,6.86,6.5
2016,12,7.31,7.5
2016,13,7.12,7.5
2016,14,6.81,6.5
2016,15,7.67,7.5
2016,16,7.61,7.5
2016,17,6.02,6.5
2016,18,4.9,4.5
2016,19,4.2,4.5
2016,20,4.14,4.5
2016,21,4.5,4.5
2016,22,3.23,3.5
2016,23,4.7,4.5
2016,0,7.26,7.5
2016,1,5.77,5.5
2016,2,3.09,3.5
2016,3,7.01,7.5
2016,4,7.61,7.5
2016,5,6.76,6.5
2016,6,7.3,7.5
2016,7,6.65,6.5
2016,8,5.57,5.5
2016,9,6.17,6.5
2016,10,5.98,5.5
2016,11,5.22,5.5
2016,12,4.83,4.5
2016,13,5.79,5.5
2016,14,5.99,5.5
2016,15,6.08,6.5
2016,16,6,6.5
2016,17,6.02,6.5
2016,18,5.28,5.5
2016,19,4.46,4.5
2016,20,3.97,3.5
2016,21,3.41,3.5
2016,22,2.5,2.5
2016,23,1.24,1.5
2016,0,1.49,1.5
2016,1,2.64,2.5
2016,2,2.48,2.5
2016,3,2.28,2.5
2016,4,3.4,3.5
2016,5,4.61,4.5
2016,6,4.48,4.5
2016,7,2.44,2.5
2016,8,2.63,2.5
2016,9,2.6,2.5
2016,10,1.84,1.5
2016,11,1.52,1.5
2016,12,2.1,2.5
2016,13,2.21,2.5
2016,14,2.11,2.5
2016,15,2.2,2.5
2016,16,2.41,2.5
2016,17,2.72,2.5
2016,18,2.63,2.5
2016,19,2.65,2.5
2016,20,2.96,2.5
2016,21,2.86,2.5
2016,22,1.34,1.5
2016,23,1.03,1.5
2016,0,1.27,1.5
2016,1,0.64,0.5
2016,2,0.61,0.5
2016,3,1.22,1.5
2016,4,1.3,1.5
2016,5,1.35,1.5
2016,6,2.12,2.5
2016,7,1.22,1.5
2016,8,1.12,1.5
2016,9,0.72,0.5
2016,10,0.73,0.5
2016,11,1.24,1.5
2016,12,1.9,1.5
2016,13,1.94,1.5
2016,14,2.61,2.5
2016,15,2.56,2.5
2016,16,2.95,2.5
2016,17,3,3.5
2016,18,3.07,3.5
2016,19,3.35,3.5
2016,20,3.51,3.5
2016,21,3.79,3.5
2016,22,3,3.5
2016,23,2.55,2.5
2016,0,2.35,2.5
2016,1,1.56,1.5
2016,2,0.7,0.5
2016,3,0.82,0.5
2016,4,1,1.5
2016,5,1.77,1.5
2016,6,1.98,1.5
2016,7,1.06,1.5
2016,8,1.39,1.5
2016,9,1.61,1.5
2016,10,0.72,0.5
2016,11,1.08,1.5
2016,12,1.89,1.5
2016,13,1.24,1.5
2016,14,1.3,1.5
2016,15,1.7,1.5
2016,16,2.2,2.5
2016,17,2.46,2.5
2016,18,2.28,2.5
2016,19,1.92,1.5
2016,20,1.61,1.5
2016,21,1.08,1.5
2016,22,1.2,1.5
2016,23,0.99,0.5
2016,0,1.3,1.5
2016,1,1.3,1.5
2016,2,1.42,1.5
2016,3,1.41,1.5
2016,4,1.5,1.5
2016,5,1.7,1.5
2016,6,1.06,1.5
2016,7,0.1,0.5
2016,8,0.61,0.5
2016,9,0.42,0.5
2016,10,2.85,2.5
2016,11,6.2,6.5
2016,12,7.6,7.5
2016,13,8.52,8.5
2016,14,7.57,7.5
2016,15,7.81,7.5
2016,16,7.47,7.5
2016,17,7.02,7.5
2016,18,6.24,6.5
2016,19,5.14,5.5
2016,20,5.34,5.5
2016,21,4.83,4.5
2016,22,4.44,4.5
2016,23,3.69,3.5
2016,0,2.5,2.5
2016,1,1.1,1.5
2016,2,0.2,0.5
2016,3,0.42,0.5
2016,4,0.73,0.5
2016,5,0.51,0.5
2016,6,0.51,0.5
2016,7,0.22,0.5
2016,8,0.2,0.5
2016,9,0.54,0.5
2016,10,1.12,1.5
2016,11,1.7,1.5
2016,12,2.2,2.5
2016,13,2.01,2.5
2016,14,2.12,2.5
2016,15,2.01,2.5
2016,16,2.1,2.5
2016,17,2.81,2.5
2016,18,3.54,3.5
2016,19,4.28,4.5
2016,20,4.63,4.5
2016,21,3.45,3.5
2016,22,1.24,1.5
2016,23,1.89,1.5
2016,0,1.89,1.5
2016,1,1.04,1.5
2016,2,0.45,0.5
2016,3,0.63,0.5
2016,4,1.02,1.5
2016,5,1.2,1.5
2016,6,1.12,1.5
2016,7,1.06,1.5
2016,8,0.81,0.5
2016,9,0.1,0.5
2016,10,0.64,0.5
2016,11,1.08,1.5
2016,12,1.44,1.5
2016,13,1.36,1.5
2016,14,1.49,1.5
2016,15,2.06,2.5
2016,16,2.52,2.5
2016,17,2.59,2.5
2016,18,2.34,2.5
2016,19,2.31,2.5
2016,20,2.93,2.5
2016,21,3.23,3.5
2016,22,2.39,2.5
2016,23,1.02,1.5
2016,0,0.1,0.5
2016,1,0.45,0.5
2016,2,0.4,0.5
2016,3,0.14,0.5
2016,4,0.3,0.5
2016,5,0.36,0.5
2016,6,0.58,0.5
2016,7,0.5,0.5
2016,8,0.36,0.5
2016,9,0.63,0.5
2016,10,1.36,1.5
2016,11,2.1,2.5
2016,12,2.32,2.5
2016,13,1.39,1.5
2016,14,1.08,1.5
2016,15,1.25,1.5
2016,16,1.53,1.5
2016,17,2,2.5
2016,18,2.4,2.5
2016,19,2.84,2.5
2016,20,3.06,3.5
2016,21,3.3,3.5
2016,22,3.55,3.5
2016,23,2.88,2.5
2016,0,2.28,2.5
2016,1,2.05,2.5
2016,2,1.49,1.5
2016,3,1.27,1.5
2016,4,0.8,0.5
2016,5,0.67,0.5
2016,6,0.32,0.5
2016,7,0.98,0.5
2016,8,1.17,1.5
2016,9,0.61,0.5
2016,10,0.28,0.5
2016,11,0.6,0.5
2016,12,0.67,0.5
2016,13,0.9,0.5
2016,14,0.73,0.5
2016,15,0.95,0.5
2016,16,1.24,1.5
2016,17,1.41,1.5
2016,18,1.6,1.5
2016,19,1.51,1.5
2016,20,0.72,0.5
2016,21,2.19,2.5
2016,22,2.46,2.5
2016,23,1.17,1.5
2016,0,2.06,2.5
2016,1,1,1.5
2016,2,1.44,1.5
2016,3,1.49,1.5
2016,4,3.11,3.5
2016,5,3.44,3.5
2016,6,2.87,2.5
2016,7,2.6,2.5
2016,8,4.03,4.5
2016,9,5.83,5.5
2016,10,4.82,4.5
2016,11,5.67,5.5
2016,12,6.77,6.5
2016,13,5.51,5.5
2016,14,7.84,7.5
2016,15,7.42,7.5
2016,16,5.91,5.5
2016,17,5.7,5.5
2016,18,5.41,5.5
2016,19,4.96,4.5
2016,20,4.62,4.5
2016,21,3.98,3.5
2016,22,3.05,3.5
2016,23,2.64,2.5
2016,0,2.05,2.5
2016,1,2.72,2.5
2016,2,3.12,3.5
2016,3,2.05,2.5
2016,4,1.35,1.5
2016,5,1.13,1.5
2016,6,0.76,0.5
2016,7,0.73,0.5
2016,8,1.2,1.5
2016,9,1.57,1.5
2016,10,1.46,1.5
2016,11,1.75,1.5
2016,12,2.79,2.5
2016,13,2.5,2.5
2016,14,4.3,4.5
2016,15,4.16,4.5
2016,16,4.09,4.5
2016,17,4.24,4.5
2016,18,3.98,3.5
2016,19,3.68,3.5
2016,20,3.9,3.5
2016,21,3.86,3.5
2016,22,3.07,3.5
2016,23,1.87,1.5
2016,0,0.8,0.5
2016,1,0.32,0.5
2016,2,0.5,0.5
2016,3,0.3,0.5
2016,4,0.58,0.5
2016,5,1.06,1.5
2016,6,1.25,1.5
2016,7,1,1.5
2016,8,1.02,1.5
2016,9,0.5,0.5
2016,10,0.32,0.5
2016,11,0.54,0.5
2016,12,0.92,0.5
2016,13,1.2,1.5
2016,14,1.79,1.5
2016,15,3.02,3.5
2016,16,3.47,3.5
2016,17,3.32,3.5
2016,18,3.38,3.5
2016,19,3.26,3.5
2016,20,3.34,3.5
2016,21,3,3.5
2016,22,1.96,1.5
2016,23,1.56,1.5
2016,0,1.68,1.5
2016,1,1.81,1.5
2016,2,1.8,1.5
2016,3,1.44,1.5
2016,4,1.36,1.5
2016,5,1.55,1.5
2016,6,1.61,1.5
2016,7,0.85,0.5
2016,8,0.45,0.5
2016,9,1.13,1.5
2016,10,1.7,1.5
2016,11,2.86,2.5
2016,12,4.09,4.5
2016,13,4.93,4.5
2016,14,5.22,5.5
2016,15,4.91,4.5
2016,16,4.82,4.5
2016,17,5.38,5.5
2016,18,5.68,5.5
2016,19,5.89,5.5
2016,20,5.98,5.5
2016,21,5.92,5.5
2016,22,5.41,5.5
2016,23,4.07,4.5
2016,0,2.51,2.5
2016,1,2.5,2.5
2016,2,3.38,3.5
2016,3,3.07,3.5
2016,4,2.67,2.5
2016,5,2.78,2.5
2016,6,2.92,2.5
2016,7,2.25,2.5
2016,8,1.97,1.5
2016,9,2.02,2.5
2016,10,1.91,1.5
2016,11,2.62,2.5
2016,12,3.22,3.5
2016,13,3.67,3.5
2016,14,4.11,4.5
2016,15,4.66,4.5
2016,16,5.03,5.5
2016,17,4.83,4.5
2016,18,4.03,4.5
2016,19,3.7,3.5
2016,20,3.67,3.5
2016,21,4.03,4.5
2016,22,3.22,3.5
2016,23,1.46,1.5
2016,0,1.3,1.5
2016,1,1.88,1.5
2016,2,1.75,1.5
2016,3,0.92,0.5
2016,4,0.1,0.5
2016,5,0.45,0.5
2016,6,0,0.5
2016,7,0.3,0.5
2016,8,0.45,0.5
2016,9,0.57,0.5
2016,10,1.2,1.5
2016,11,1.4,1.5
2016,12,1.46,1.5
2016,13,2.8,2.5
2016,14,2.31,2.5
2016,15,2.02,2.5
2016,16,1.9,1.5
2016,17,1.4,1.5
2016,18,1.02,1.5
2016,19,1.84,1.5
2016,20,3.45,3.5
2016,21,4.26,4.5
2016,22,2.26,2.5
2016,23,1.39,1.5
2016,0,1.64,1.5
2016,1,0.89,0.5
2016,2,0.81,0.5
2016,3,1.58,1.5
2016,4,2.19,2.5
2016,5,2.41,2.5
2016,6,2.05,2.5
2016,7,1.12,1.5
2016,8,0.41,0.5
2016,9,0.6,0.5
2016,10,2.02,2.5
2016,11,3.45,3.5
2016,12,4.51,4.5
2016,13,5.56,5.5
2016,14,5.77,5.5
2016,15,5.82,5.5
2016,16,5.82,5.5
2016,17,6.16,6.5
2016,18,6.71,6.5
2016,19,6.14,6.5
2016,20,4.81,4.5
2016,21,4.4,4.5
2016,22,3.47,3.5
2016,23,3.08,3.5
2016,0,3.26,3.5
2016,1,3.71,3.5
2016,2,3.3,3.5
2016,3,2.52,2.5
2016,4,2.02,2.5
2016,5,1.7,1.5
2016,6,2.21,2.5
2016,7,2.16,2.5
2016,8,2.08,2.5
2016,9,1.92,1.5
2016,10,1.72,1.5
2016,11,2.28,2.5
2016,12,2.55,2.5
2016,13,3.22,3.5
2016,14,3.47,3.5
2016,15,3.5,3.5
2016,16,3.04,3.5
2016,17,2.59,2.5
2016,18,2.61,2.5
2016,19,3.3,3.5
2016,20,4.02,4.5
2016,21,4.12,4.5
2016,22,1.8,1.5
2016,23,0.71,0.5
2016,0,2.01,2.5
2016,1,2.41,2.5
2016,2,1.51,1.5
2016,3,2.44,2.5
2016,4,3.48,3.5
2016,5,4.2,4.5
2016,6,4.4,4.5
2016,7,2.87,2.5
2016,8,3.55,3.5
2016,9,4.21,4.5
2016,10,3.92,3.5
2016,11,2.82,2.5
2016,12,1.7,1.5
2016,13,0.91,0.5
2016,14,1.6,1.5
2016,15,2.41,2.5
2016,16,2.73,2.5
2016,17,2.62,2.5
2016,18,3.11,3.5
2016,19,3.51,3.5
2016,20,3.95,3.5
2016,21,2.7,2.5
2016,22,1.91,1.5
2016,23,1.55,1.5
2016,0,1.22,1.5
2016,1,0.8,0.5
2016,2,2.01,2.5
2016,3,2.62,2.5
2016,4,3.2,3.5
2016,5,3,3.5
2016,6,2.42,2.5
2016,7,0.78,0.5
2016,8,0.22,0.5
2016,9,1.3,1.5
2016,10,2.02,2.5
2016,11,2.55,2.5
2016,12,2.33,2.5
2016,13,3.61,3.5
2016,14,3.01,3.5
2016,15,3.41,3.5
2016,16,3.41,3.5
2016,17,1.55,1.5
2016,18,0.95,0.5
2016,19,1.77,1.5
2016,20,2.92,2.5
2016,21,3.31,3.5
2016,22,2.11,2.5
2016,23,1.12,1.5
2016,0,0.85,0.5
2016,1,1.2,1.5
2016,2,2.06,2.5
2016,3,1.53,1.5
2016,4,1.06,1.5
2016,5,2.04,2.5
2016,6,1.7,1.5
2016,7,2.83,2.5
2016,8,2.28,2.5
2016,9,1.21,1.5
2016,10,1.2,1.5
2016,11,1.3,1.5
2016,12,3.12,3.5
2016,13,2.21,2.5
2016,14,4.55,4.5
2016,15,3.03,3.5
2016,16,1.79,1.5
2016,17,2.62,2.5
2016,18,3.71,3.5
2016,19,3.25,3.5
2016,20,3.28,3.5
2016,21,4.03,4.5
2016,22,3.29,3.5
2016,23,2.72,2.5
2016,0,3.3,3.5
2016,1,2.77,2.5
2016,2,2.42,2.5
2016,3,2.35,2.5
2016,4,2.82,2.5
2016,5,3,3.5
2016,6,2.93,2.5
2016,7,4.32,4.5
2016,8,5.61,5.5
2016,9,5.22,5.5
2016,10,6.7,6.5
2016,11,7.4,7.5
2016,12,7.91,7.5
2016,13,8.76,8.5
2016,14,8.59,8.5
2016,15,8.32,8.5
2016,16,8.86,8.5
2016,17,7.43,7.5
2016,18,6.75,6.5
2016,19,6.77,6.5
2016,20,7.53,7.5
2016,21,7.01,7.5
2016,22,6.2,6.5
2016,23,5.22,5.5
2016,0,5.6,5.5
2016,1,5.51,5.5
2016,2,6.66,6.5
2016,3,6.38,6.5
2016,4,6,6.5
2016,5,6.04,6.5
2016,6,6.51,6.5
2016,7,6,6.5
2016,8,5.6,5.5
2016,9,5.1,5.5
2016,10,3.66,3.5
2016,11,3.53,3.5
2016,12,3.94,3.5
2016,13,4.96,4.5
2016,14,5.32,5.5
2016,15,4.9,4.5
2016,16,4.72,4.5
2016,17,4.48,4.5
2016,18,3.89,3.5
2016,19,3.33,3.5
2016,20,2.64,2.5
2016,21,2.44,2.5
2016,22,3.44,3.5
2016,23,3.31,3.5
2016,0,2.28,2.5
2016,1,2.06,2.5
2016,2,2.76,2.5
2016,3,2.48,2.5
2016,4,2.34,2.5
2016,5,2.19,2.5
2016,6,2.64,2.5
2016,7,2.02,2.5
2016,8,2.52,2.5
2016,9,2.36,2.5
2016,10,2.27,2.5
2016,11,2.2,2.5
2016,12,2.66,2.5
2016,13,5.26,5.5
2016,14,5.33,5.5
2016,15,5.6,5.5
2016,16,5.51,5.5
2016,17,5.14,5.5
2016,18,5.47,5.5
2016,19,5.49,5.5
2016,20,5.25,5.5
2016,21,4.66,4.5
2016,22,3.36,3.5
2016,23,3.09,3.5
2016,0,2.5,2.5
2016,1,1.9,1.5
2016,2,1.88,1.5
2016,3,2.22,2.5
2016,4,3.47,3.5
2016,5,4.32,4.5
2016,6,3.97,3.5
2016,7,2.28,2.5
2016,8,2.42,2.5
2016,9,2.73,2.5
2016,10,2.26,2.5
2016,11,1.7,1.5
2016,12,1.39,1.5
2016,13,0.63,0.5
2016,14,0.6,0.5
2016,15,0.7,0.5
2016,16,1.04,1.5
2016,17,1.3,1.5
2016,18,1.17,1.5
2016,19,2.02,2.5
2016,20,2.95,2.5
2016,21,2.73,2.5
2016,22,2.69,2.5
2016,23,2.66,2.5
2016,0,2.76,2.5
2016,1,3.42,3.5
2016,2,3.41,3.5
2016,3,3.88,3.5
2016,4,3.8,3.5
2016,5,3.48,3.5
2016,6,3.78,3.5
2016,7,3.16,3.5
2016,8,2.68,2.5
2016,9,2.33,2.5
2016,10,2.47,2.5
2016,11,2.12,2.5
2016,12,1.71,1.5
2016,13,1.58,1.5
2016,14,1.9,1.5
2016,15,2.32,2.5
2016,16,2.63,2.5
2016,17,2.94,2.5
2016,18,3.22,3.5
2016,19,3.71,3.5
2016,20,4.71,4.5
2016,21,4.85,4.5
2016,22,3.18,3.5
2016,23,1.8,1.5
2016,0,0.4,0.5
2016,1,0.1,0.5
2016,2,0.1,0.5
2016,3,0.28,0.5
2016,4,0.36,0.5
2016,5,0.61,0.5
2016,6,0.95,0.5
2016,7,0.81,0.5
2016,8,0.85,0.5
2016,9,0.5,0.5
2016,10,0.8,0.5
2016,11,1.3,1.5
2016,12,2,2.5
2016,13,1.96,1.5
2016,14,2.5,2.5
2016,15,3.08,3.5
2016,16,3.63,3.5
2016,17,4,4.5
2016,18,4.3,4.5
2016,19,4.6,4.5
2016,20,5.1,5.5
2016,21,4.26,4.5
2016,22,1.71,1.5
2016,23,3.09,3.5
2016,0,2.6,2.5
2016,1,2.16,2.5
2016,2,4.38,4.5
2016,3,5.3,5.5
2016,4,5.75,5.5
2016,5,5.82,5.5
2016,6,5.19,5.5
2016,7,3.13,3.5
2016,8,3.69,3.5
2016,9,4.67,4.5
2016,10,4.54,4.5
2016,11,4.1,4.5
2016,12,3.5,3.5
2016,13,2.7,2.5
2016,14,2.5,2.5
2016,15,2.3,2.5
2016,16,2.4,2.5
2016,17,2.3,2.5
2016,18,2.52,2.5
2016,19,3.2,3.5
2016,20,4.08,4.5
2016,21,4.7,4.5
2016,22,4.48,4.5
2016,23,4.38,4.5
2016,0,5.15,5.5
2016,1,6.02,6.5
2016,2,6.46,6.5
2016,3,6.94,6.5
2016,4,7.41,7.5
2016,5,7.18,7.5
2016,6,5.36,5.5
2016,7,3.33,3.5
2016,8,2.75,2.5
2016,9,2.02,2.5
2016,10,1.3,1.5
2016,11,1.14,1.5
2016,12,1.32,1.5
2016,13,1.51,1.5
2016,14,1.63,1.5
2016,15,2.04,2.5
2016,16,2.32,2.5
2016,17,2.55,2.5
2016,18,3.1,3.5
2016,19,4.3,4.5
2016,20,5.15,5.5
2016,21,4.92,4.5
2016,22,5.58,5.5
2016,23,5.7,5.5
2016,0,4.26,4.5
2016,1,2.85,2.5
2016,2,5.24,5.5
2016,3,3.42,3.5
2016,4,2.83,2.5
2016,5,2.04,2.5
2016,6,1.81,1.5
2016,7,0.14,0.5
2016,8,0.6,0.5
2016,9,0.22,0.5
2016,10,1.46,1.5
2016,11,2.3,2.5
2016,12,3.5,3.5
2016,13,3.72,3.5
2016,14,2.06,2.5
2016,15,1.5,1.5
2016,16,0.58,0.5
2016,17,0.6,0.5
2016,18,2.02,2.5
2016,19,2.13,2.5
2016,20,2.28,2.5
2016,21,3.31,3.5
2016,22,2.76,2.5
2016,23,1.66,1.5
2016,0,1.28,1.5
2016,1,1.48,1.5
2016,2,1.84,1.5
2016,3,2.39,2.5
2016,4,3.61,3.5
2016,5,5.86,5.5
2016,6,4.97,4.5
2016,7,3.72,3.5
2016,8,3.26,3.5
2016,9,3.2,3.5
2016,10,1.91,1.5
2016,11,1.39,1.5
2016,12,1,1.5
2016,13,4.06,4.5
2016,14,5.82,5.5
2016,15,6.41,6.5
2016,16,4.61,4.5
2016,17,4.12,4.5
2016,18,3.91,3.5
2016,19,3.26,3.5
2016,20,3.26,3.5
2016,21,3.37,3.5
2016,22,3.16,3.5
2016,23,3.7,3.5
2016,0,3.71,3.5
2016,1,3.01,3.5
2016,2,2.1,2.5
2016,3,1.41,1.5
2016,4,1.1,1.5
2016,5,0.54,0.5
2016,6,0.54,0.5
2016,7,0.81,0.5
2016,8,0.71,0.5
2016,9,1.04,1.5
2016,10,1.33,1.5
2016,11,1.71,1.5
2016,12,1.71,1.5
2016,13,1.4,1.5
2016,14,1.12,1.5
2016,15,2.33,2.5
2016,16,2.75,2.5
2016,17,3.34,3.5
2016,18,3.24,3.5
2016,19,2.93,2.5
2016,20,2.63,2.5
2016,21,2.55,2.5
2016,22,2.97,2.5
2016,23,3.36,3.5
2016,0,2.79,2.5
2016,1,2.42,2.5
2016,2,2.62,2.5
2016,3,2.53,2.5
2016,4,2.2,2.5
2016,5,1.92,1.5
2016,6,1.55,1.5
2016,7,1.4,1.5
2016,8,1.08,1.5
2016,9,1.08,1.5
2016,10,0.8,0.5
2016,11,0.76,0.5
2016,12,1.03,1.5
2016,13,3.36,3.5
2016,14,3.64,3.5
2016,15,3.54,3.5
2016,16,3.31,3.5
2016,17,3.36,3.5
2016,18,3.13,3.5
2016,19,3.22,3.5
2016,20,3.99,3.5
2016,21,4.46,4.5
2016,22,4.15,4.5
2016,23,3.42,3.5
2016,0,2.59,2.5
2016,1,2.06,2.5
2016,2,2.08,2.5
2016,3,1.58,1.5
2016,4,1.1,1.5
2016,5,0.86,0.5
2016,6,1.02,1.5
2016,7,0.82,0.5
2016,8,0.2,0.5
2016,9,0.86,0.5
2016,10,1.28,1.5
2016,11,1.56,1.5
2016,12,1.49,1.5
2016,13,2.78,2.5
2016,14,2.82,2.5
2016,15,2.82,2.5
2016,16,2.19,2.5
2016,17,1.52,1.5
2016,18,1.32,1.5
2016,19,1.4,1.5
2016,20,1.53,1.5
2016,21,1.94,1.5
2016,22,2.4,2.5
2016,23,2.11,2.5
2016,0,1.55,1.5
2016,1,0.92,0.5
2016,2,0.3,0.5
2016,3,0,0.5
2016,4,0,0.5
2016,5,0.2,0.5
2016,6,0.3,0.5
2016,7,0.2,0.5
2016,8,0.5,0.5
2016,9,0.63,0.5
2016,10,0.8,0.5
2016,11,1,1.5
2016,12,1.32,1.5
2016,13,0.54,0.5
2016,14,1,1.5
2016,15,1.61,1.5
2016,16,2.1,2.5
2016,17,2.4,2.5
2016,18,2.1,2.5
2016,19,2.02,2.5
2016,20,3.61,3.5
2016,21,4.87,4.5
2016,22,4.63,4.5
2016,23,3.18,3.5
2016,0,1.98,1.5
2016,1,1.7,1.5
2016,2,2.14,2.5
2016,3,2.19,2.5
2016,4,2.06,2.5
2016,5,2.48,2.5
2016,6,3.19,3.5
2016,7,2.51,2.5
2016,8,1.4,1.5
2016,9,2.33,2.5
2016,10,2.06,2.5
2016,11,2.12,2.5
2016,12,1.1,1.5
2016,13,0.51,0.5
2016,14,0.41,0.5
2016,15,0.67,0.5
2016,16,0.94,0.5
2016,17,1.52,1.5
2016,18,2.09,2.5
2016,19,3.1,3.5
2016,20,3.21,3.5
2016,21,3.92,3.5
2016,22,3.93,3.5
2016,23,3.52,3.5
2016,0,3.16,3.5
2016,1,2.66,2.5
2016,2,2,2.5
2016,3,1.08,1.5
2016,4,0.82,0.5
2016,5,0.8,0.5
2016,6,0.41,0.5
2016,7,0.41,0.5
2016,8,0.72,0.5
2016,9,1.35,1.5
2016,10,1.2,1.5
2016,11,1.24,1.5
2016,12,1.43,1.5
2016,13,3.83,3.5
2016,14,3.71,3.5
2016,15,3.7,3.5
2016,16,4,4.5
2016,17,4.42,4.5
2016,18,4.02,4.5
2016,19,3.4,3.5
2016,20,3.6,3.5
2016,21,3.4,3.5
2016,22,3.31,3.5
2016,23,3.35,3.5
2016,0,2.84,2.5
2016,1,2.47,2.5
2016,2,2.4,2.5
2016,3,2.01,2.5
2016,4,1.84,1.5
2016,5,1.84,1.5
2016,6,1.5,1.5
2016,7,0.91,0.5
2016,8,0.73,0.5
2016,9,1.44,1.5
2016,10,1.5,1.5
2016,11,1.8,1.5
2016,12,2.11,2.5
2016,13,3.61,3.5
2016,14,4.2,4.5
2016,15,4.7,4.5
2016,16,4.73,4.5
2016,17,4.67,4.5
2016,18,4.04,4.5
2016,19,3.59,3.5
2016,20,3,3.5
2016,21,1.84,1.5
2016,22,0.82,0.5
2016,23,1.12,1.5
2016,0,1,1.5
2016,1,0.81,0.5
2016,2,0.14,0.5
2016,3,0.1,0.5
2016,4,0.4,0.5
2016,5,0.73,0.5
2016,6,1.22,1.5
2016,7,1.8,1.5
2016,8,1.77,1.5
2016,9,0.81,0.5
2016,10,0.8,0.5
2016,11,1.9,1.5
2016,12,3.3,3.5
2016,13,2.72,2.5
2016,14,2.84,2.5
2016,15,3.01,3.5
2016,16,2.82,2.5
2016,17,2.27,2.5
2016,18,1.68,1.5
2016,19,1.8,1.5
2016,20,2.51,2.5
2016,21,2.73,2.5
2016,22,0.72,0.5
2016,23,0.72,0.5
